,,,,,
text,Thibaut_HS,Naomie_HS,fortune_HS,yolande_HS,GPT_HS
"BEIRUT (Reuters) - Iranian military chief of staff General Mohammad Baqeri said the Islamic Republic would not accept Israeli violations of Syria, according to the Islamic Republic News Agency (IRNA).  It is not acceptable for the Zionist regime to violate Syria anytime it wants,  Baqeri said during a visit to Damascus, according to IRNA. ",3 (Hostile),0 (Neutral),1 (Mild),0 (Neutral),1
"This is the kind of trash Donald Trump is bringing into the political field.When Daily Beast reporter Olivia Nuzzi posted a story on her Facebook page about the relationship between Donald Trump and Marla Maples written by colleague Brandy Zadrozny, she didn t think it would cause conservatives to lose their shit.After all, the piece seems to reveal a Trump with a more human side, while expressing admiration for Marla Maples for the way she put up with his bullshit all those years. Regardless, there is no excuse for this kind of response.Nevertheless, a New Jersey Republican who clearly has not read the piece nor understood that Nuzzi did not write the story herself lashed out by openly replying that he hopes somebody rapes her, preferably a Syrian refugee. I hope somebody rapes you today,  wrote Mike Krawitz, a GOP candidate running for a seat on the West Deptford Township CommitteeThis man who wants me to be raped today was a Republican candidate for office in NJ https://t.co/NgxtjOTaJ9 pic.twitter.com/H31Q5VmXVc  Olivia Nuzzi (@Olivianuzzi) September 5, 2016Here s an image of his posts as they appeared on Facebook.So far, the West Deptford GOP is failing horribly at handling the matter. They are actually defending Krawitz by claiming that his Twitter account got hacked. The executive board of the WDGOP does not condone any repulsive, threatening, or demeaning rhetoric in any social media form or otherwise,  they began.  We are in the process of contacting Twitter for confirmation that someone hacked his account and posted his facebook thumbnail on the hacked twitter entry. Except that Krawitz, who is an avid fan of the Republican nominee, posted his disgusting attack on Facebook, something Nuzzi reminded the West Deptford GOP when she took them to the woodshed over their pathetic response.Wishing rape upon any woman is despicable and should automatically disqualify the person who said it from seeking political office. But apparently, the GOP thinks it s a virtue.Featured image via Facebook",2 (Disrespect),4 (Hateful),2 (Disrespect),3 (Hostile),4
"We Use Cookies: Our policy [X] Justin Bieber Defecates On Adoring Irish Fans From Hotel Window November 1, 2016 - BREAKING NEWS , ENTERTAINMENT Share 0 Add Comment 
JUSTIN Bieber fans gathering outside the Shelborne hotel this evening were rewarded by the pop star after he took a large dump from an overlapping balcony, causing a stampede of adoring fans to gather below and smear themselves with the falling excrement. 
Men, women and children of all ages pushed and tugged each other as they desperately positioned themselves under the hotels three story window, while the 22-year-old squatted over the side, before then squeezing several pieces of spent food from his anus. 
“Let the younger ones through,” Bieber ordered fans, as he let loose for a third time while being supported by two large security guards, “Make sure everyone gets some. There’s enough to go round. 
“Rub it in. Sing with me ‘You know you love me, I know you care. Just shout whenever, and I’ll be there'” he bellowed. 
Following several slips and falls, with one fan breaking her ankle, Gardai were later called to the scene and kindly asked the American heartthrob to stop defecating from the Shelbourne balcony and to go inside. 
“He must have been there for a good twenty minutes, just crapping on everyone,” eyewitness Mark Dunphy told WWN, “That young fella is full of shit. The fans lapped it up. I don’t think I’ll ever forget what I saw tonight”. 
Mr. Bieber is in town for a sold-out concert at Dublin’s 3Arena tonight and tomorrow as part of his Purpose world tour.",2 (Disrespect),4 (Hateful),3 (Hostile),1 (Mild),4
"SHOCKING FACT: One-fifth of the entire population of El Salvador currently resides in America, according to the Migration Policy Institute. Oh and Trump s a  racist  for wanting to build a wall <sarcasm>!An illegal alien from El Salvador, Mauricio Morales-Caceres, faces life in prison without parole after being convicted of stabbing acquaintance Oscar Navarro, father of two,  at least  89 times with a 15-inch butcher knife and tearing out his liver with his bare hands   but no comments on this shocking murder by a foreign national, who smiled cheerfully in his mugshot, are allowed, according to the Washington Post.Illegal alien Morales-Caceres, 24, started by stabbing Navarro in the back before stabbing him in the face, then his head, and then his chest, according to prosecutors.Standing before an image of the extremely gruesome murder scene, prosecutor Douglas Wink said Morales-Caceres sawed through his victim s body to tear out his liver and place it on his chest. The defendant took the knife and sawed,  he said.  This man reached in with his bare hands and took out his liver. He probably thought it was his heart. He ripped out his liver and left it on his chest for the police to see. The Washington Post buried the fact that Morales-Caceresis is an illegal alien.Nelson Navarro, Oscar s brother, said he has turned his attention to Oscar s 12-year-old son and 8-year-old daughter. They know their dad was killed, but so far the family had been able to spare them details of how he died. During the trial, they came to the courthouse on one day but stayed in the prosecutor s offices. Their mother watched the trial in the courtroom.They also shut down the comments section, explaining:  We turn off the comments on stories dealing with personal loss, tragedies or other sensitive topics. The murder took place in December 2014. Should  Morales-Caceres ever get out of prison, every indication is that he would be deported to his native El Salvador,  The Washington Post reports in an aside.  Prosecutors earlier said he entered the United States illegally. And since his stay at the Montgomery County jail, immigration officials have lodged a detainer on him, an indication they would move to have him deported at the end of a prison sentence. If El Salvador decides they won t take Morales-Caceres back, should he ever be released, the U.S. would likely turn him loose onto American streets   thanks to the overreaching Supreme Court ruling, Zadvydas v. Davis (2001). As the Center for Immigration Studies writes:In order to eliminate what it considered the  constitutional threat  of the potentially indefinite detention of deportable aliens, the Court held that  once removal is no longer reasonably foreseeable, continued detention is no longer authorized by statute.  The Court then arbitrarily decided that six months was all that was necessary for determining an alien s deportability  Put simply, a reviewing court s definition of  reasonably foreseeable  now determines the release of deportable aliens back onto the streets.So, should Morales-Caceres be freed from prison before his life sentence concludes and El Salvador refuses to welcome him back, it s only six months until he s free to haunt American neighborhoods once more. ",2 (Disrespect),4 (Hateful),3 (Hostile),1 (Mild),4
"WASHINGTON (Reuters) - Democratic Senator Kirsten Gillibrand said on Wednesday she opposed President Donald Trump’s nominee to fill a vacancy on the U.S. Supreme Court and called for Judge Neil Gorsuch’s confirmation to require a 60-vote threshold. Trump, a Republican, announced his nomination of U.S. Appeals Court Judge Gorsuch on Tuesday night to fill the seat left vacant by the death of Justice Antonin Scalia last year. “I plan to stand up for individuals over corporations and oppose his nomination, and I will insist that his nomination meet a traditional 60 vote threshold,” Gillibrand said in a statement. ",0 (Neutral),0 (Neutral),0 (Neutral),0 (Neutral),0
"Do black lives really matter to the Clinton s?It s the lead story today on the Drudge Report Danney Williams, a 27-year-old black man who has a stunning resemblance to Bill Clinton is claiming Bill is his father. The young man from Arkansas has sparked the interest of many on social media, as he and his mother, Bobbie Ann Williams who was a prostitute in Arkansas in the mid-80 s, say she had sexual relations with the former Governor Bill Clinton, and that Bill is his father. Many associated with his story are claiming that Hillary kept him from having a relationship with Bill .Alex Jones   In Little Rock, low-income housing projects are only about 5 blocks away from the Governor s Mansion.It was common practice for Bill Clinton to go out jogging  only to disappear into the bushes to be serviced by prostitutes.One has to wonder what is swimming around the Petri dish that is Bill Clinton s genitalia.Bill Clinton s Illegitimate Son Bobbie Ann Williams  a Little Rock street hooker  says she and Bill did cocaine together, as well as having a foursome with 2 other prostitutes in the country cabin of Bill Clinton s mother, while Clinton was serving as governor in 1983-1984.Williams claims Bill Clinton sired her son Danny in 1985, though Clinton  deadbeat dad that he is  never claimed or supported him.This tough talking black female host of  For The People  talks about Bill s illegitimate black son and offers her uncensored thoughts on Hillary Clinton (language warning):",1 (Mild),2 (Disrespect),3 (Hostile),1 (Mild),3
"Wednesday 9 November 2016 by Gary Stanton America thick as pig shit 
The American electorate is as thick as fucking pig shit, it has been confirmed this morning. 
When voters were asked to choose between lots and lots of pain and slightly less pain, a majority asked if they could have the options explained again more slowly. 
The night ended with red faces in the Democrat camp and Meryl Streep refusing to get down from the roof of a multi-storey car park in Washington. 
Wildly inaccurate polls that preceded the vote were explained when computer-illiterate pollsters admitted to adding things up on their fingers. 
Political analyst, Chuck Williams, told us, “Even an amoeba is able to respond to an unpleasant stimulus such as Trump’s opinions on immigrants and women by adopting a worried face and scurrying away in the opposite direction. 
“However, if you take the metaphorical amoeba that is the American voting public and repeat the same repulsive codswallop, it just sits there with a big stupid grin all over its rudimentary face. 
“In some cases, it even moves closer.” 
Williams blames what he calls the Fifty Shades effect, insisting the American public are either stupid or masochistic or both. 
He added, “The American public has just voted to be fucked in the ass by a sociopathic narcissist, and it seems that like a badly written fanfic character, they actually wanted it.” Get the best NewsThump stories in your mailbox every Friday, for FREE! There are currently ",1 (Mild),4 (Hateful),4 (Hateful),1 (Mild),3
"To set up the attack on Trump, CNN producers  showed Hillary Clinton saying,  we cannot speak of protecting Syria s babies, and in the next breath close America s doors to them .What happened next shocked Baldwin and she couldn t shut this guy down fast enough Epic!",3 (Hostile),2 (Disrespect),1 (Mild),1 (Mild),1
"Former FBI Agent and Navy Seal Jonathan Gilliam had this to say about the false rumors being spread about  Russian interference :  The people who leaked stuff to The New York Times, those people are political appointees and that is a measured response and a coordinated response that goes right along, and I know this is big me saying this, with Hitler s Mein Kampf and the big lie. Where they tell a big lie and keep telling it until people believe it. And that s what this is. You have political appointees and people who are chosen by those political appointees to be at the top of the CIA and these other intel agencies and they do the president s dirty work. ",2 (Disrespect),,2 (Disrespect),0 (Neutral),2
"No woman should be working in these public housing units where they re surrouded by men who are part of a culture where rape is a right.The 16-year-old adolescent, questioned and incarcerated on Saturday following the rape of a hotel employee in Orl an the previous week, says that he acted at a friend s request. These two unaccompanied minors, of African origin, were placed in this institution by the social assistance for children department of the local council.But one of the two adolescents apparently was very pressing towards the employee to the point where the young woman, in her 20s, ended up complaining about the sexual harassment she suffered each day. When alerted, the social services then decided to move the young man away and place him in the Children s institution in Orl ans.But he maintained his ties with his friend who remained in the hotel. The latter, after having taken flight, handed himself in on Thursday. Although he admitted the rape, and the premeditation   he called his victim a few minutes before the attack to ask for a clean towel, saying he would meet her not far from the laundry room   he insisted that he only acted at the request of his friend, who wanted to get revenge on the employee. He says he was promied  100 to commit the crime. Via:larep.fr",2 (Disrespect),4 (Hateful),0 (Neutral),2 (Disrespect),3
"Why should armed civilians have to protect and defend our US military recruitment centers? Muslim terrorists have made it clear that they intend to target these brave men and women who defend our nation. Is it really too much to ask that we allow them to defend themselves?Civilians, with semi-automatic carbines, eating Chick-fil-A, guarding Marines. Up yours, @WhiteHouse. pic.twitter.com/o5FVTpSqeG  Bob Owens (@bob_owens) July 21, 2015h/t Weasel Zippers",2 (Disrespect),3 (Hostile),1 (Mild),1 (Mild),4
"Friday in Tehran, CNN reported on Iranians marching on Revolution Day to mark the anniversary of the 1979 Islamic revolution.  According to the report, the demonstration took on an   theme with protesters chanting, “Death to Trump. Death to America. ” (  Grabien) Follow Pam Key on Twitter @pamkeyNEN",1 (Mild),3 (Hostile),2 (Disrespect),3 (Hostile),1
"#disruptj20 protesters blocking men in Air Force uniforms from getting through the #Inauguration checkpoint pic.twitter.com/XVErOHHBwg  Ryan Lovelace (@LovelaceRyanD) January 20, 2017",2 (Disrespect),0 (Neutral),0 (Neutral),1 (Mild),1
"Many on the left are calling for gun control in the U.S. The people who are so concerned about saving the lives of victims of gun violence, are usually the same single issue voters who are driven to the polls for every election to ensure that women retain the right to extinguish the lives of the most vulnerable among us in the most violent way imaginable.  Over 2,555 babies have been aborted so far today in the United States.Total number of all firearm deaths in US in 2013: 33,636Number of firearm homicides in US 2013: 11,208Number of suicides by firearms: 21,175Firearms account for 53.7% of all suicides in the U.S.Ratio of babies killed by abortion to people killed by handguns: 107.1 to 1Manual Vaccum Aspiration What is MVA? MVA is used to abort a child from 3 weeks to 12 weeks of age. This handheld syringe works by creating its own vacuum/suction. MVAs are used and reused millions of times a year around the world. The major problem with the MVA is that it has a very weak vacuum. This means that the child is ripped apart slowly.Number of Americans of all ages and races  murdered daily by handguns   28Number of American babies of all races killed every day by abortion   3,000Uterine Currette One side of the loop is sharp for cutting the child apart. The other side scrapes the uterus to remove the placenta.Syringe with Spinal Needle This abortion instrument s uses include injecting saltwater into the uterus. The baby swallows and breathes the poison. The cause of the death is congestion, hemorrhage and shock. The mother goes into premature labor about a day later and delivers a dead child. The other use is to inject the chemicals (digoxin, potassium chloride, etc.) into the heart of the baby. In both uses, these harsh chemicals soften the child s corpse, making it easier to rip apart and remove.489,850 babies have been aborted in the US so far this year.In 2011, 730,322 legal induced abortions were reported to CDC from 49 reporting areas. The abortion rate was 13.9 abortions per 1,000 women aged 15 44 years and the abortion ratio was 219 abortions per 1,000 live births.Since 1980, 1,337,965,400+ babies have been killed by abortion.Highest abortion/birth ratio in the United States: Washington, D.C. (265 abortions for every 100 live births, and declining)The suicide rate for women following an abortion is astronomical:Suicide rate for women following a live birth: 5.9 per 100,000.Suicide rate for women following an abortion: 34.7 per 100,000. Increased risk: 488%A few important facts for the fiscal conservative:Typical cost for an abortion in the United States today   $400 Estimated cost of preventing an abortion through early education of young people   $25 (Early education is the most cost effective way to prevent abortion)Estimated future GDP gain of a baby saved from abortion: $25,000,000 Ratio to cost of an average abortion: 71,430 to 1Est. total U.S. GDP loss to date for 57,517,326 abortions: $55.4 trillion (2014) Estimated future U.S. GDP loss by 2040 if abortion continues: $400 trillionYour share of this future loss: $1,290,325Photos and captions via: Grantham Collection",2 (Disrespect),4 (Hateful),4 (Hateful),0 (Neutral),4
"More than 21,000 people from all regions of the world participated in the Best Countries survey, in which they assessed how closely they associated 80 countries with specific characteristics. Four of these    economically stable,   good job market,   income equality  and  is a place I would live    were included in the Best Countries to Be an Immigrant ranking.Countries also were scored in relation to others on the share of migrants in their population; the amount of remittances the migrants they host sent home; and graded on a United Nations assessment of integration measures provided for immigrants, such as language training and transfers of job certifications, and the rationale behind current integration policies. [LOL! NOT assimilation! ed]Note how important remittances are! Those are dollars sent out of the host economy and I will bet a buck that any economic study that seeks to justify migration benefits to a country, NEVER factors in how much of the migrants  earnings (or their welfare payments!) are sent OUT of the country (and thus lost to the host country s economy!). Ann Corcoran Refugee Resettlement Watch1. Sweden (this, coincidentally, is the country I have for a long time ranked as #1 to fall to the Islamists!)2. Canada (just be sure our northern border is fortified!)3. Switzerland4. Australia5. Germany6. Norway7. US8. Netherlands9. Finland10.DenmarkNotice that Arab (mostly Muslim) countries are not a desired destination. Gee, why is that?",2 (Disrespect),1 (Mild),1 (Mild),1 (Mild),3
" I think this is hope over reality longtime Democrat and Harvard Law professor Allen Dershowitz ripped into Senator Diane Feinstein for making accusation of obstruction of justice against President Trump. He went through all of the reason why there is nothing to the claim by Feinstein that POTUS committed a crime. Dershowitz compared Trump to the crimes of past presidents and concluded that Trump is in the clear. He detailed crimes that Nixon and Clinton clearly committed but said that it s within the Constitutional powers that Trump did what he did by firing former FBI Director James Comey:  You cannot charge a president with obstruction of justice for exercising his constitutional power.   @AlanDersh pic.twitter.com/dPZBrIcsLh  FOX & friends (@foxandfriends) December 4, 2017 She simply doesn t know what she s talking about    Dershowitz on Senator Diane Feinstein s claim that President Trump obstructed justice.This woman is another one who needs to go! She s gotten rich off of being in Washington and will probably only retire if she s pulled out of her office kicking and screaming. It s been a lucrative business for Diane and we re sure she doesn t want to see it end. Is she pushing the envelope politically because she knows her delusional liberal base will approve? Reelection over truth and integrity wins out with these people every time ",2 (Disrespect),2 (Disrespect),1 (Mild),1 (Mild),2
"Thank you for being a faggot USA is proud of you! 10/13/16 2 09/12/16 3 05/26/16 4 09/02/15 9 Mail with questions or comments about this site. ""Godlike Productions"" & ""GLP"" are registered trademarks of Zero Point Ltd. Godlike™ © 1999 - 2015 Godlikeproductions.com Page generated in 0.008s (8 queries)",2 (Disrespect),4 (Hateful),2 (Disrespect),1 (Mild),4
"Hillary and Bill Clinton knew when Hillary lost in 2008 to Obama that she would run again so why the heck did they keep doing the pay to play scam throughout the past 8 years? GREED! It s simply greed and thinking they are above the law. The elitists like the Clintons need to be taken down because they put Americans last and their own greed first. Hillary Clinton took money from Middle Eastern nations that DO NOT have the best interests of the US at heart. What kind of Secretary of State sells out her own country? And people are actually supporting her for president? Unreal!  WASHINGTON DC   Hillary Clinton s national finance director has emerged in newly released emails as what one watchdog called the  middle  man between her State Department and family foundation, sharing donor information with a top Clinton confidante when he was working at the foundation.Dennis Cheng, before joining the campaign, worked for over three years as the foundation s director of development and before that as deputy chief of protocol in Clinton s State Department.Read more: Conservative Treehouse",2 (Disrespect),2 (Disrespect),2 (Disrespect),1 (Mild),3
"TEL AVIV  —   Islamic State radicals are urging Western supporters to carry out terror attacks against Jewish communities by dressing up as Jews and using bombs, knives and  —   in the ultimate irony  —   the Israeli martial art of Krav Maga. [“IF YOU’RE STILL IN THE WEST! Dress up like a Jew! Go to your nearest Jewish area! Make sure you have plenty of weapons under your coat! Then unleash the pain of the Muslims upon these A. P. E. S!!!” a message on the   Telegram channel “Lone Mujahid” reportedly reads.  The chat room aims to help budding terrorists carry out “ ” attacks by providing PDFs and instructional videos on everything from the correct way to stab somebody to instructions for how to build a bomb. Incredibly, and without any apparent intention at satire, there are even   tutorials on Krav Maga, a martial art invented by Israelis that is based on Israeli military training. Another post on the channel contains a list of Jewish communities in the UK accompanied by a photo of Amedy Coulibaly, the terrorist responsible for killing a policewoman in Paris along with four hostages at the Hyper Cacher kosher supermarket. Late last year, Lone Mujahid posted a call urging fanatics to launch attacks on Christmas, Hanukkah and the New Year. “Christmas, Hanukah and New Years Day is very soon, InshaAllah. So let’s prepare a gift for the filthy pigs   apes,” reads one post, accompanied by a screenshot of a pressure cooker   tutorial. The loss of territory and the   challenges of reaching the Islamic State caliphate in Syria and Iraq has meant that the terror group has reduced its recruiting efforts for foreign fighters. Whereas foreign IS recruits peaked at 2, 000 per month, that number has dwindled to 50. Instead, the terror group is now appealing to jihadists who are likely to carry out attacks in their home cities. IS Commander Abu Mohammad Al Adnani, who was killed in in a coalition airstrike in August 2016, famously said, “If the tyrants have shut the doors of hijra [immigration to ISIS territories] in your face, then open the gate of jihad in their faces and make them regret their action. ” Jewish targets were prized even before the January 2015 attack in Paris. Mehdi Nemmouche, a    French national of Algerian origin who claimed to be an IS jihadi, opened fire in 2014 at the Jewish Museum in Brussels, killing three people. A fourth later died due to injuries sustained in the attack. The intended targets of last year’s suicide bomb attack at Brussels airport last year were also believed to be Jews and Americans. “We know they wanted to target Americans. It’s clear they had quite specific targets.   …     We know they were obsessed with the Israelis, too,” a source told the AFP. Meanwhile, in Israel, a Jewish Israeli who converted to Islam after serving in the Israeli army was arrested last month after trying to join the Islamic State in Syria, the Shin Bet security agency said on Wednesday.",3 (Hostile),4 (Hateful),4 (Hateful),4 (Hateful),4
"We live near the city of Detroit, and anyone could literally drive around for an entire week and see the very same sights as this amateur videographer took. The brilliance of this video is the narration by Detroit s Democrat Mayor Duggan. He revisits the tired old  hope and change  that we all heard 8 years ago, only this time, Hillary s going to fix it. There are no jobs in Detroit. The manufacturing has been shipped overseas. There is little hope in the city of Detroit, because every time the city gets a large infusion of cash, someone from the Democrat Party is there to mismanage the money or use it in ways it was never intended to be used. Of course, we in the suburbs continue to bail out the schools and bail out those who can t (or won t) pay their water bills.  Meanwhile, principals and anyone who has access to Detroit school funds are stealing the from money designated for the kids, while stories of corruption by city officials (all Democrats) barely get a blip in the local news.Here s the real  comeback city  our Democrat Mayor wants you to believe Hillary gives a damn about: ",2 (Disrespect),2 (Disrespect),1 (Mild),0 (Neutral),2
WASHINGTON (Reuters) - The White House said it has canceled President Donald Trump’s planned appearance at the Labor Department on Wednesday in light of the shooting of senior Republican leader Steve Scalise during  baseball practice earlier in the day. Trump was supposed to unveil his plan to expand the use of apprenticeships in the U.S. labor market during the event.,1 (Mild),0 (Neutral),1 (Mild),0 (Neutral),0
"If not for the second amendment, this woman would be dead pic.twitter.com/QKLST51VaF  Paul Joseph Watson (@PrisonPlanet) September 23, 2016",3 (Hostile),1 (Mild),3 (Hostile),0 (Neutral),1
"A prolific Trump foe found viral fame after boasting about abandoning a driver stuck in the snow as punishment for supporting the President-elect.Troy Brown, from Winchester, Ohio, shared an image of a car that had slid off the road and was pointing into a ditch, with no obvious way to escape unaided.He captioned the image:  I was going to help her but she has a #Trump sticker on her car   #CallYoPresident.  It was shared approvingly some 1,700 times.Brown posts extensively about political issues like Black Lives Matter on his Facebook page:He then tried to capitalize on his fleeting celebrity by advertising merchandise with the photo on it.  Heatstreet",2 (Disrespect),2 (Disrespect),1 (Mild),1 (Mild),3
"  
In what may be a disgusting sign of what is to come during a Trump presidency, a supporter took the opportunity during Trump’s victory speech to yell out “Kill Obama!”– and Trump said nothing. 
While Trump harped on “rebuilding America’s infrastructure,” one of his supporters made the comment so loudly that Trump actually paused and looked over. His young son, Barron, heard it too. ABC News captured the moment the stunned child had to listen to a grown man advocate killing the current President of the United States. He then had to watch as his own father, the future President of the United States, pretend nothing had happened and simply move on. ” kill Obama ” is yelled out pic.twitter.com/b4wffPILEL 
— Sheem (@SheemBville) November 9, 2016 
While pundits and the Trump campaign claim this election was won by his appeal to the “working class” who are feeling economic anxiety, it’s clear that even Trump’s most fervent supporters don’t really believe that. At what could have been a celebratory moment for the Republican campaign and its voters, a Trump fanatic couldn’t help but scream about the only issue he really cared about: A violent bloodlust directed at the first black president. 
And the fact that Trump couldn’t stand up to this man, even after being named “president-elect” speaks volumes. He’s not in control. The mob is. And the mob is demanding blood. 
This is the reality America is waking up to today. 
Featured image via Twitter",2 (Disrespect),3 (Hostile),3 (Hostile),3 (Hostile),3
"Hillary got her butt kicked last night. Trump pulled out every stop and hammered her on almost every one of her lies. She was obviously shaken by a number of things, not to mention having to watch her husband s rape accusers sitting in the front row, courtesy of Donald J. Trump.While the debate shook her up, we all know that her inability to walk to the car unguided is not something new. Hillary can t walk more than 10 feet without looking for an arm, a chair or some prop to hold her up. Bill Clinton, her rapist husband was more than happy to provide her with assistance. He knew things were about to get ugly when he got in that vehicle. The least the he could do was prop her up Watch:https://youtu.be/jgX6XRz0ZLQ",2 (Disrespect),4 (Hateful),2 (Disrespect),1 (Mild),4
"MADRID (Reuters) - Spain s state prosecutor on Thursday asked the Spanish Supreme Court to jail the Catalan parliament s speaker and three lawmakers pending an investigation into their role in Catalonia s banned push for independence, El Pais reported. The Catalan parliament speaker, Carmen Forcadell, and five regional lawmakers testified on Thursday on charges of sedition, rebellion and misuse of public funds The prosecutor asked the judge to release two other regional lawmakers, according to the newspaper. It was not clear whether their release involved certain conditions. ",2 (Disrespect),0 (Neutral),1 (Mild),1 (Mild),0
"ISLAM NOT WELCOME: Obama just got TERRIBLE NEWS – THIS could END his MUSLIM “REFUGEE” Program… FOREVER! Oct 28, 2016 Previous post 
The brilliant lawyers at Judicial Watch just did something that is sending SHOCK WAVES through the Obama White House. They are filling official requests to learn every detail about President Barack Obama’s illegal and unconstitutional plan to import thousands of Muslim Syrian “refugees” into America. And they are already taking Obama to court to force him to turn over this information. 
This bold legal action will expose Obama’s corruption to sunlight, and could quickly be the end of the Syrian refugee program. Incredible! 
Judicial Watch is suing the Department of State for documents related to President Barack Obama’s Refugee and Resettlement program as part of an investigation into the Obama administration’s plan to admit at least 10,000 Syrian refugees in the next year, the conservative foundation announced Monday. 
The suit was filed in Washington, D.C., after the State Department failed to respond to two Freedom of Information Act requests from Judicial Watch in 2015. In May, Judicial Watch sought records related to the State Department’s agreements and interactions with voluntary agencies that help place and assist new refugees. In September, Judicial Watch sought records regarding an August meeting between State Department representatives and a South Carolina non-profit. 
“The Obama administration doesn’t want Americans to know about how it places refugees from terrorist states in their local communities,” Judicial Watch President Tom Fitton says in a statement Monday. “The fact we had to file a federal lawsuit to obtain basic information about Obama’s 
FOR ENTIRE ARTICLE CLICK LINK",2 (Disrespect),3 (Hostile),1 (Mild),1 (Mild),3
"Former VP Al Gore told ABC s George Stephanopoulos  weather reports are like the Book of Revelation from the Bible. Can you believe this grifter? You wonder if he really believes his lies!Stephanopoulos asked Gore about President Trump s decision to withdraw from the Paris climate accord. He asked if it was significant, considering that former President George W. Bush did the same thing with the Kyoto treaty on climate change in 2001.Al Gore:  We lost a lot of time when the U.S. did not join the rest of the world community then, and while it is true that we have this sustainability revolution under way, and it s very exciting. It has the magnitude of the industrial revolution, but the speed of the digital revolution. We re still not changing fast enough. It s not just the scientific community warning us now. It s Mother Nature. Every night on the TV news is like a nature hike through the Book of Revelation 70 percent of Florida is in drought right now. Missouri just declared an emergency with another one of these historic climate-related downpours. Gore had the nerve to comment on President Trump s leadership:  We need presidential leadership. Since he s not going to lead, the American people are stepping up. The fact is that Al Gore is a grifter who has made millions off of the global warming scam! He s the ultimate grifter. He needs to crawl back into his hole.Via: WFB",2 (Disrespect),4 (Hateful),2 (Disrespect),1 (Mild),3
"In this video White people are asked how they feel about the  Black Lives Matter  sign. While they may not agree with its sentiment for whatever reason, they walk away and choose not to engage the sign holder, allowing him his right to freedom of speech. They may not agree, but they respect that he is within his rights to hold the sign or even to question them about it. When Blacks are confronted with an  All Lives Matter  sign, their reaction becomes violent. They attempt to threaten the white guy with the sign. One guy was even nice enough to warn him that holding a sign that says,  White Lives Matter  might cause people passing by to harm him.This little social experiment tells us more than just how people feel about those words. It shows us how people on the Left are not only willing to openly shut down free speech in America, but they threaten you with violence if you don t conform to their beliefs. This is a real problem today. Obama has silently condoned the use of physical violence to threaten someone who doesn t agree with you. He has made it clear by his unwillingness to condemn the violence that you need to take whatever steps necessary to shut down the opposition to your cause, and that the end always justifies the means.Watch:",2 (Disrespect),1 (Mild),1 (Mild),1 (Mild),3
"Can the last man/woman out of America s progressive insane asylum please turn out the lights?Thirteen years ago, South Carolina man Edmonds Tennent Brown IV bound, raped and strangled 53-year-old teacher Mary Lynn Witherspoon to death, and now the incarcerated a-hole wants the state to pay for him to transform into a transgender woman named Katheryn Brown. I truly believe my outward appearance does not match or correspond with my inner self,  the delusional bastard wrote in a letter to The Post and Courier.  But as a female I would be complete and a productive member of society because I would actually be comfortable in my own skin. Except that you live in prison, not society, and you obtained this luxurious lifestyle courtesy your willful decision to MURDER this teacher, you heartless prick:This mentally disturbed ingrate also now claims that he never killed Witherspoon, though the copious evidence proves otherwise:Brown s father had dated the teacher from Charlestowne Academy several years earlier, but Brown continued to show up unexpectedly outside Witherspoon s home long after the relationship ended  Witherspoon finally pressed charges after Brown, then 32, broke into her laundry room and stole her underwear in June 2003. While in jail, Brown put together a rambling to-do list that included plans to get a stun gun,  take care of MLW  and put her  on ice   On Nov. 10, 2003, Brown left jail to undergo outpatient mental health treatment  Witherspoon was apparently unaware Brown was free until Brown showed up at her home, investigators said. Once inside, Brown reportedly bound Witherspoon s hands and feet, raped and strangled her, and then left her naked body in a bathtub full of water, according to court documents.  After Brown s arrest for murder, investigators discovered that the suspect had used Witherspoon s credit card to purchase foam breasts and women s clothing from a shop in New York, police documents show. At the time, Brown said, [he] was about seven months away from having sex-reassignment surgery.Even worse, Brown alleges that he only plead guilty 13 years ago because he felt so uncomfortable being dressed as a man in court. Via: DownTrend ",2 (Disrespect),4 (Hateful),3 (Hostile),1 (Mild),4
"WASHINGTON (Reuters) - U.S. President Donald Trump on Tuesday dismissed company executives who have resigned from one of his presidential advisory committees in reaction to his response following weekend violence in Charlottesville, Virginia. “For every CEO that drops out of the Manufacturing Council, I have many to take their place. Grandstanders should not have gone on. JOBS!” Trump wrote on Twitter after the chief executives of Merck & Co Inc, Under Armour Inc and Intel Corp left his Presidential Manufacturing Council. ",2 (Disrespect),2 (Disrespect),0 (Neutral),0 (Neutral),1
You will absolutely love this:,0 (Neutral),0 (Neutral),0 (Neutral),0 (Neutral),0
"ATTENTION: IF YOU LIVE IN THESE STATES, DEMAND A PAPER BALLOT! YOUR VOTING MACHINE IS RIGGED! by IWB · October 27, 2016 Tweet 
Lindsey Bruce for Liberty Writers reports, This is NOT a hoax! Early voting is in full effect and reports of voting machine “malfunctions” are rampant. Texas, North Carolina and Maryland have all had complaints of voting machines switching votes from Trump to Clinton. Read more:",1 (Mild),1 (Mild),1 (Mild),0 (Neutral),1
"Trump will also meet with retiring Indiana Sen. Dan Coats, former Georgia Gov. Sonny Purdue and Linda McMahon, a prolific Republican donor, two-time Senate...",0 (Neutral),0 (Neutral),0 (Neutral),0 (Neutral),0
